1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
1124,2024-07-04 01:00:00.000000,Letná búrka,36.9,2024-07-04 06:06:00.000000,Sucho
1125,2024-03-08 01:00:00.000000,Polooblačno,13.6,2024-03-08 12:24:00.000000,Búrky
1126,2024-10-23 01:00:00.000000,Daždivo,6.7,2024-10-23 08:17:00.000000,Veterno
1127,2024-12-04 01:00:00.000000,Zamračené,-14.6,2024-12-04 17:24:00.000000,Sneženie
1128,2025-01-17 01:00:00.000000,Zamračené,-14.8,2025-01-17 10:15:00.000000,Sneženie
1129,2024-06-19 01:00:00.000000,Sucho,37.8,2024-06-19 15:00:00.000000,Slnečno
1130,2024-04-15 01:00:00.000000,Búrky,13.9,2024-04-15 09:43:00.000000,Hmla
1131,2024-04-29 01:00:00.000000,Prehánky,8.8,2024-04-29 15:05:00.000000,Polooblačno
1132,2024-10-28 01:00:00.000000,Daždivo,1.4,2024-10-28 09:37:00.000000,Veterno
1133,2024-12-16 01:00:00.000000,Poľadovica,0.9,2024-12-16 12:38:00.000000,Zamračené
1134,2024-06-19 01:00:00.000000,Slnečno,20.5,2024-06-19 15:05:00.000000,Horúčavy
1135,2024-04-25 01:00:00.000000,Polooblačno,19.9,2024-04-25 11:57:00.000000,Búrky
1136,2024-02-25 01:00:00.000000,Sneženie,-9.3,2024-02-25 16:55:00.000000,Mráz
1137,2024-09-08 01:00:00.000000,Hmla,1.4,2024-09-08 13:00:00.000000,Daždivo
1138,2024-06-24 01:00:00.000000,Sucho,25.8,2024-06-24 09:23:00.000000,Slnečno
1139,2024-11-22 01:00:00.000000,Daždivo,8,2024-11-22 06:32:00.000000,Veterno
1140,2024-08-17 01:00:00.000000,Letná búrka,25.4,2024-08-17 17:44:00.000000,Sucho
1141,2024-08-24 01:00:00.000000,Letná búrka,37.2,2024-08-24 11:34:00.000000,Sucho
1142,2024-06-16 01:00:00.000000,Dusno,30.4,2024-06-16 13:28:00.000000,Letná búrka
1143,2024-07-10 01:00:00.000000,Letná búrka,24.6,2024-07-10 10:42:00.000000,Sucho
1144,2024-03-02 01:00:00.000000,Polooblačno,19.4,2024-03-02 14:11:00.000000,Búrky
1145,2024-07-31 01:00:00.000000,Slnečno,22.5,2024-07-31 08:41:00.000000,Horúčavy
1146,2024-11-06 01:00:00.000000,Zamračené,6.5,2024-11-06 14:32:00.000000,Mierne sneženie
1147,2024-04-17 01:00:00.000000,Prehánky,18.7,2024-04-17 06:42:00.000000,Polooblačno
1148,2024-04-30 01:00:00.000000,Búrky,14.8,2024-04-30 06:50:00.000000,Hmla
1149,2024-09-08 01:00:00.000000,Veterno,10,2024-09-08 14:43:00.000000,Zamračené
1150,2024-11-27 01:00:00.000000,Veterno,1,2024-11-27 08:45:00.000000,Zamračené
1151,2024-11-06 01:00:00.000000,Hmla,13.1,2024-11-06 16:44:00.000000,Daždivo
1152,2024-07-20 01:00:00.000000,Horúčavy,27.8,2024-07-20 11:17:00.000000,Dusno
1153,2024-10-05 01:00:00.000000,Zamračené,4.3,2024-10-05 06:42:00.000000,Mierne sneženie
1154,2024-06-23 01:00:00.000000,Sucho,17.8,2024-06-23 16:40:00.000000,Slnečno
1155,2024-08-13 01:00:00.000000,Dusno,29,2024-08-13 10:10:00.000000,Letná búrka
1156,2024-05-23 01:00:00.000000,Polooblačno,10.5,2024-05-23 13:23:00.000000,Búrky
1157,2024-06-15 01:00:00.000000,Letná búrka,23.9,2024-06-15 10:56:00.000000,Sucho
1158,2024-12-12 01:00:00.000000,Mráz,-14.4,2024-12-12 08:34:00.000000,Husté sneženie
1159,2024-10-16 01:00:00.000000,Zamračené,10.4,2024-10-16 13:15:00.000000,Mierne sneženie
1160,2024-08-21 01:00:00.000000,Slnečno,32.1,2024-08-21 15:02:00.000000,Horúčavy
1161,2024-09-16 01:00:00.000000,Hmla,14.1,2024-09-16 10:11:00.000000,Daždivo
1162,2024-06-28 01:00:00.000000,Letná búrka,32.9,2024-06-28 06:37:00.000000,Sucho
1163,2025-01-27 01:00:00.000000,Zamračené,-0.1,2025-01-27 11:31:00.000000,Sneženie
1164,2024-12-12 01:00:00.000000,Sneženie,-4.2,2024-12-12 09:46:00.000000,Mráz
1165,2024-08-05 01:00:00.000000,Letná búrka,30,2024-08-05 16:33:00.000000,Sucho
1166,2024-05-30 01:00:00.000000,Polooblačno,5.4,2024-05-30 08:01:00.000000,Búrky
1167,2024-06-05 01:00:00.000000,Dusno,36.1,2024-06-05 17:38:00.000000,Letná búrka
1168,2024-02-22 01:00:00.000000,Zamračené,-6.8,2024-02-22 10:18:00.000000,Sneženie
1169,2024-08-24 01:00:00.000000,Horúčavy,26.6,2024-08-24 08:37:00.000000,Dusno
1170,2024-10-13 01:00:00.000000,Zamračené,5.8,2024-10-13 13:51:00.000000,Mierne sneženie
1171,2024-08-03 01:00:00.000000,Sucho,38.3,2024-08-03 06:37:00.000000,Slnečno
1172,2024-03-27 01:00:00.000000,Polooblačno,16.9,2024-03-27 15:05:00.000000,Búrky
1173,2024-12-21 01:00:00.000000,Poľadovica,-11.4,2024-12-21 12:33:00.000000,Zamračené
1174,2024-10-07 01:00:00.000000,Veterno,2,2024-10-07 12:55:00.000000,Zamračené
1175,2024-07-09 01:00:00.000000,Letná búrka,34.5,2024-07-09 15:08:00.000000,Sucho
1176,2025-02-02 01:00:00.000000,Husté sneženie,-3.7,2025-02-02 13:54:00.000000,Poľadovica
1177,2024-10-01 01:00:00.000000,Veterno,3.9,2024-10-01 17:41:00.000000,Zamračené
1178,2025-01-06 01:00:00.000000,Poľadovica,-13.9,2025-01-06 15:47:00.000000,Zamračené
1179,2024-12-20 01:00:00.000000,Husté sneženie,-11.3,2024-12-20 17:38:00.000000,Poľadovica
1180,2024-10-03 01:00:00.000000,Hmla,8,2024-10-03 12:29:00.000000,Daždivo
1181,2024-09-01 01:00:00.000000,Mierne sneženie,5.6,2024-09-01 16:24:00.000000,Hmla
1182,2025-01-12 01:00:00.000000,Husté sneženie,4.3,2025-01-12 12:46:00.000000,Poľadovica
1183,2025-01-07 01:00:00.000000,Husté sneženie,-7.9,2025-01-07 14:30:00.000000,Poľadovica
1184,2024-06-25 01:00:00.000000,Sucho,39.4,2024-06-25 08:01:00.000000,Slnečno
1185,2024-11-25 01:00:00.000000,Zamračené,0.5,2024-11-25 10:57:00.000000,Mierne sneženie
1186,2024-10-17 01:00:00.000000,Veterno,11.4,2024-10-17 15:28:00.000000,Zamračené
1187,2024-12-31 01:00:00.000000,Husté sneženie,-3.9,2024-12-31 12:34:00.000000,Poľadovica
1188,2024-03-26 01:00:00.000000,Polooblačno,15.1,2024-03-26 14:29:00.000000,Búrky
1189,2024-07-06 01:00:00.000000,Slnečno,17.9,2024-07-06 13:02:00.000000,Horúčavy
1190,2024-09-13 01:00:00.000000,Zamračené,8.4,2024-09-13 14:07:00.000000,Mierne sneženie
1191,2024-04-08 01:00:00.000000,Polooblačno,9,2024-04-08 17:17:00.000000,Búrky
1192,2024-03-01 01:00:00.000000,Dážď,7.4,2024-03-01 17:45:00.000000,Prehánky
1193,2024-02-21 01:00:00.000000,Poľadovica,-9.4,2024-02-21 15:06:00.000000,Zamračené
1194,2024-02-26 01:00:00.000000,Mráz,-14.5,2024-02-26 11:13:00.000000,Husté sneženie
1195,2024-04-19 01:00:00.000000,Dážď,19.6,2024-04-19 07:05:00.000000,Prehánky
1196,2025-02-09 01:00:00.000000,Zamračené,-13.7,2025-02-09 14:47:00.000000,Sneženie
1197,2024-03-31 01:00:00.000000,Búrky,2.1,2024-03-31 14:48:00.000000,Hmla
1198,2024-05-17 01:00:00.000000,Prehánky,7,2024-05-17 12:04:00.000000,Polooblačno
1199,2024-02-18 01:00:00.000000,Mráz,-6.4,2024-02-18 13:13:00.000000,Husté sneženie
1200,2024-11-07 01:00:00.000000,Zamračené,7.2,2024-11-07 09:10:00.000000,Mierne sneženie
1201,2024-08-13 01:00:00.000000,Horúčavy,36.9,2024-08-13 15:47:00.000000,Dusno
1202,2024-06-05 01:00:00.000000,Sucho,21.3,2024-06-05 17:53:00.000000,Slnečno
1203,2024-03-14 01:00:00.000000,Prehánky,19.1,2024-03-14 15:09:00.000000,Polooblačno
1204,2025-01-16 01:00:00.000000,Mráz,-0.5,2025-01-16 15:06:00.000000,Husté sneženie
1205,2024-05-24 01:00:00.000000,Prehánky,12.6,2024-05-24 08:52:00.000000,Polooblačno
1206,2024-06-12 01:00:00.000000,Dusno,18.5,2024-06-12 15:17:00.000000,Letná búrka
1207,2024-11-17 01:00:00.000000,Zamračené,2.3,2024-11-17 12:51:00.000000,Mierne sneženie
1208,2024-06-25 01:00:00.000000,Sucho,33.8,2024-06-25 11:01:00.000000,Slnečno
1209,2024-03-13 01:00:00.000000,Búrky,14.2,2024-03-13 15:41:00.000000,Hmla
1210,2024-04-08 01:00:00.000000,Hmla,8.7,2024-04-08 06:23:00.000000,Dážď
1211,2024-11-01 01:00:00.000000,Daždivo,13.2,2024-11-01 06:21:00.000000,Veterno
1212,2024-08-29 01:00:00.000000,Slnečno,31.4,2024-08-29 13:15:00.000000,Horúčavy
1213,2024-07-05 01:00:00.000000,Horúčavy,34.1,2024-07-05 17:38:00.000000,Dusno
1214,2024-08-27 01:00:00.000000,Slnečno,37.7,2024-08-27 07:30:00.000000,Horúčavy
1215,2024-10-12 01:00:00.000000,Mierne sneženie,5.2,2024-10-12 07:18:00.000000,Hmla
1216,2024-12-03 01:00:00.000000,Mráz,-8.4,2024-12-03 06:13:00.000000,Husté sneženie
1217,2024-04-05 01:00:00.000000,Hmla,14.8,2024-04-05 08:49:00.000000,Dážď
1218,2024-11-30 01:00:00.000000,Zamračené,12.9,2024-11-30 07:08:00.000000,Mierne sneženie
1219,2024-10-24 01:00:00.000000,Veterno,6.4,2024-10-24 16:24:00.000000,Zamračené
1220,2024-05-03 01:00:00.000000,Dážď,4.7,2024-05-03 13:40:00.000000,Prehánky
1221,2025-01-16 01:00:00.000000,Zamračené,3.8,2025-01-16 08:08:00.000000,Sneženie
1222,2025-01-16 01:00:00.000000,Mráz,-1.8,2025-01-16 11:44:00.000000,Husté sneženie
1223,2024-06-18 01:00:00.000000,Horúčavy,36.3,2024-06-18 11:26:00.000000,Dusno
1224,2024-08-07 01:00:00.000000,Letná búrka,27.3,2024-08-07 14:32:00.000000,Sucho
1225,2024-07-21 01:00:00.000000,Letná búrka,23.5,2024-07-21 10:52:00.000000,Sucho
1226,2024-09-12 01:00:00.000000,Zamračené,9.3,2024-09-12 16:54:00.000000,Mierne sneženie
1227,2025-01-22 01:00:00.000000,Mráz,2.2,2025-01-22 12:59:00.000000,Husté sneženie
1228,2024-10-13 01:00:00.000000,Daždivo,5.3,2024-10-13 09:41:00.000000,Veterno
1229,2024-11-30 01:00:00.000000,Zamračené,0.1,2024-11-30 12:08:00.000000,Mierne sneženie
1230,2024-11-18 01:00:00.000000,Daždivo,4.8,2024-11-18 15:17:00.000000,Veterno
1231,2024-07-18 01:00:00.000000,Horúčavy,28.7,2024-07-18 13:56:00.000000,Dusno
1232,2024-02-27 01:00:00.000000,Sneženie,-7.7,2024-02-27 08:09:00.000000,Mráz
1233,2024-11-20 01:00:00.000000,Daždivo,6.4,2024-11-20 09:37:00.000000,Veterno
1234,2024-06-08 01:00:00.000000,Sucho,15.8,2024-06-08 09:52:00.000000,Slnečno
1235,2024-09-10 01:00:00.000000,Veterno,0,2024-09-10 09:37:00.000000,Zamračené
1236,2024-03-14 01:00:00.000000,Hmla,11.2,2024-03-14 12:07:00.000000,Dážď
1237,2024-08-09 01:00:00.000000,Letná búrka,18.9,2024-08-09 10:08:00.000000,Sucho
1238,2025-02-04 01:00:00.000000,Sneženie,-5.7,2025-02-04 15:57:00.000000,Mráz
1239,2024-12-19 01:00:00.000000,Poľadovica,2.2,2024-12-19 08:38:00.000000,Zamračené
1240,2024-04-04 01:00:00.000000,Prehánky,19.1,2024-04-04 17:35:00.000000,Polooblačno
1241,2024-10-07 01:00:00.000000,Hmla,13.4,2024-10-07 15:07:00.000000,Daždivo
1242,2024-09-06 01:00:00.000000,Veterno,4.5,2024-09-06 17:01:00.000000,Zamračené
1243,2025-01-24 01:00:00.000000,Mráz,-7.7,2025-01-24 11:17:00.000000,Husté sneženie
1244,2024-07-15 01:00:00.000000,Letná búrka,30.9,2024-07-15 06:30:00.000000,Sucho
1245,2024-03-19 01:00:00.000000,Búrky,19.5,2024-03-19 07:34:00.000000,Hmla
1246,2024-04-16 01:00:00.000000,Prehánky,14.1,2024-04-16 09:50:00.000000,Polooblačno
1247,2024-04-07 01:00:00.000000,Hmla,2.9,2024-04-07 11:05:00.000000,Dážď
1248,2024-06-12 01:00:00.000000,Dusno,21.8,2024-06-12 07:50:00.000000,Letná búrka
1249,2024-03-30 01:00:00.000000,Prehánky,3.4,2024-03-30 15:04:00.000000,Polooblačno
1250,2024-08-24 01:00:00.000000,Letná búrka,32.8,2024-08-24 14:04:00.000000,Sucho
1251,2024-03-03 01:00:00.000000,Búrky,16.1,2024-03-03 09:01:00.000000,Hmla
1252,2024-12-30 01:00:00.000000,Sneženie,-5.7,2024-12-30 11:15:00.000000,Mráz
1253,2024-10-24 01:00:00.000000,Veterno,13.1,2024-10-24 10:13:00.000000,Zamračené
1254,2024-09-19 01:00:00.000000,Hmla,0.7,2024-09-19 15:03:00.000000,Daždivo
1255,2024-06-21 01:00:00.000000,Letná búrka,22.1,2024-06-21 12:05:00.000000,Sucho
1256,2024-09-18 01:00:00.000000,Daždivo,11.2,2024-09-18 14:34:00.000000,Veterno
1257,2024-06-10 01:00:00.000000,Sucho,32.2,2024-06-10 16:36:00.000000,Slnečno
1258,2024-03-26 01:00:00.000000,Polooblačno,10.2,2024-03-26 06:29:00.000000,Búrky
1259,2024-10-10 01:00:00.000000,Mierne sneženie,11.1,2024-10-10 12:32:00.000000,Hmla
1260,2024-05-02 01:00:00.000000,Hmla,2.3,2024-05-02 17:19:00.000000,Dážď
1261,2024-08-03 01:00:00.000000,Dusno,19.5,2024-08-03 17:54:00.000000,Letná búrka
1262,2024-06-26 01:00:00.000000,Letná búrka,28.8,2024-06-26 17:39:00.000000,Sucho
1263,2024-08-15 01:00:00.000000,Horúčavy,29.7,2024-08-15 09:02:00.000000,Dusno
1264,2024-12-16 01:00:00.000000,Poľadovica,-14.6,2024-12-16 07:10:00.000000,Zamračené
1265,2024-03-20 01:00:00.000000,Prehánky,15.7,2024-03-20 15:48:00.000000,Polooblačno
1266,2024-03-14 01:00:00.000000,Prehánky,11.7,2024-03-14 06:04:00.000000,Polooblačno
1267,2024-09-18 01:00:00.000000,Zamračené,3,2024-09-18 08:31:00.000000,Mierne sneženie
1268,2024-04-21 01:00:00.000000,Polooblačno,12,2024-04-21 08:34:00.000000,Búrky
1269,2024-06-09 01:00:00.000000,Letná búrka,30.4,2024-06-09 09:42:00.000000,Sucho
1270,2024-06-30 01:00:00.000000,Horúčavy,38.2,2024-06-30 12:28:00.000000,Dusno
1271,2024-04-04 01:00:00.000000,Búrky,20,2024-04-04 14:28:00.000000,Hmla
1272,2024-09-09 01:00:00.000000,Veterno,9.7,2024-09-09 06:52:00.000000,Zamračené
1273,2024-07-13 01:00:00.000000,Letná búrka,34.9,2024-07-13 08:46:00.000000,Sucho
1274,2024-03-01 01:00:00.000000,Prehánky,17.8,2024-03-01 11:07:00.000000,Polooblačno
1275,2024-12-08 01:00:00.000000,Zamračené,-3,2024-12-08 16:54:00.000000,Sneženie
1276,2024-07-19 01:00:00.000000,Dusno,34.3,2024-07-19 16:44:00.000000,Letná búrka
1277,2024-11-03 01:00:00.000000,Daždivo,6.5,2024-11-03 09:58:00.000000,Veterno
1278,2024-08-05 01:00:00.000000,Horúčavy,40,2024-08-05 12:20:00.000000,Dusno
1279,2024-10-05 01:00:00.000000,Veterno,13.3,2024-10-05 16:18:00.000000,Zamračené
1280,2024-05-01 01:00:00.000000,Polooblačno,16.4,2024-05-01 07:21:00.000000,Búrky
1281,2024-07-07 01:00:00.000000,Letná búrka,21.6,2024-07-07 07:32:00.000000,Sucho
1282,2025-02-05 01:00:00.000000,Poľadovica,-7.2,2025-02-05 13:52:00.000000,Zamračené
1283,2024-05-27 01:00:00.000000,Polooblačno,14.7,2024-05-27 11:29:00.000000,Búrky
1284,2024-10-25 01:00:00.000000,Daždivo,10,2024-10-25 17:25:00.000000,Veterno
1285,2024-10-25 01:00:00.000000,Daždivo,14.4,2024-10-25 06:52:00.000000,Veterno
1286,2024-11-23 01:00:00.000000,Veterno,8.4,2024-11-23 09:26:00.000000,Zamračené
1287,2024-10-13 01:00:00.000000,Zamračené,5.7,2024-10-13 12:30:00.000000,Mierne sneženie
1288,2024-05-01 01:00:00.000000,Búrky,1.3,2024-05-01 10:12:00.000000,Hmla
1289,2024-05-28 01:00:00.000000,Hmla,19,2024-05-28 14:30:00.000000,Dážď
1290,2024-10-26 01:00:00.000000,Veterno,0.5,2024-10-26 14:00:00.000000,Zamračené
1291,2024-02-14 01:00:00.000000,Mráz,-10.6,2024-02-14 09:19:00.000000,Husté sneženie
1292,2024-03-23 01:00:00.000000,Búrky,13.4,2024-03-23 09:53:00.000000,Hmla
1293,2024-11-22 01:00:00.000000,Daždivo,6.6,2024-11-22 11:49:00.000000,Veterno
1294,2024-06-21 01:00:00.000000,Dusno,16.5,2024-06-21 08:12:00.000000,Letná búrka
1295,2024-05-05 01:00:00.000000,Dážď,18.1,2024-05-05 14:09:00.000000,Prehánky
1296,2024-09-21 01:00:00.000000,Veterno,6.5,2024-09-21 08:40:00.000000,Zamračené
1297,2024-02-24 01:00:00.000000,Zamračené,4.4,2024-02-24 16:02:00.000000,Sneženie
1298,2024-04-23 01:00:00.000000,Prehánky,2.7,2024-04-23 11:22:00.000000,Polooblačno
1299,2024-05-11 01:00:00.000000,Búrky,14.7,2024-05-11 15:08:00.000000,Hmla
1300,2024-06-26 01:00:00.000000,Horúčavy,39.2,2024-06-26 16:11:00.000000,Dusno
1301,2025-01-30 01:00:00.000000,Poľadovica,-2.1,2025-01-30 07:01:00.000000,Zamračené
1302,2024-02-17 01:00:00.000000,Husté sneženie,-2.5,2024-02-17 15:07:00.000000,Poľadovica
1303,2024-12-01 01:00:00.000000,Zamračené,-12.1,2024-12-01 09:49:00.000000,Sneženie
1304,2025-01-31 01:00:00.000000,Poľadovica,-8.6,2025-01-31 17:24:00.000000,Zamračené
1305,2024-05-12 01:00:00.000000,Polooblačno,14.1,2024-05-12 07:46:00.000000,Búrky
1306,2024-12-08 01:00:00.000000,Sneženie,-3.4,2024-12-08 14:56:00.000000,Mráz
1307,2024-05-14 01:00:00.000000,Dážď,5.5,2024-05-14 11:40:00.000000,Prehánky
1308,2024-04-26 01:00:00.000000,Polooblačno,17.6,2024-04-26 08:42:00.000000,Búrky
1309,2024-10-01 01:00:00.000000,Zamračené,3.2,2024-10-01 10:57:00.000000,Mierne sneženie
1310,2024-08-24 01:00:00.000000,Dusno,29.3,2024-08-24 07:10:00.000000,Letná búrka
1311,2024-07-18 01:00:00.000000,Letná búrka,34.4,2024-07-18 16:17:00.000000,Sucho
1312,2024-12-08 01:00:00.000000,Sneženie,-11.3,2024-12-08 16:56:00.000000,Mráz
1313,2024-12-06 01:00:00.000000,Zamračené,0.1,2024-12-06 16:17:00.000000,Sneženie
1314,2024-12-31 01:00:00.000000,Poľadovica,-5.5,2024-12-31 15:43:00.000000,Zamračené
1315,2024-09-26 01:00:00.000000,Hmla,1,2024-09-26 07:24:00.000000,Daždivo
1316,2024-02-25 01:00:00.000000,Sneženie,-0.3,2024-02-25 15:44:00.000000,Mráz
1317,2024-02-15 01:00:00.000000,Husté sneženie,2.8,2024-02-15 09:17:00.000000,Poľadovica
1318,2024-09-11 01:00:00.000000,Zamračené,2.5,2024-09-11 14:26:00.000000,Mierne sneženie
1319,2024-08-14 01:00:00.000000,Horúčavy,30.7,2024-08-14 06:57:00.000000,Dusno
1320,2024-05-18 01:00:00.000000,Hmla,11.9,2024-05-18 10:41:00.000000,Dážď
1321,2024-10-05 01:00:00.000000,Daždivo,9.2,2024-10-05 15:27:00.000000,Veterno
1322,2024-08-22 01:00:00.000000,Letná búrka,19.8,2024-08-22 14:25:00.000000,Sucho
1323,2024-05-05 01:00:00.000000,Prehánky,18.4,2024-05-05 13:29:00.000000,Polooblačno
1324,2024-12-08 01:00:00.000000,Mráz,-3.2,2024-12-08 16:08:00.000000,Husté sneženie
1325,2024-12-18 01:00:00.000000,Mráz,0.4,2024-12-18 12:05:00.000000,Husté sneženie
1326,2025-01-12 01:00:00.000000,Poľadovica,-7.6,2025-01-12 17:11:00.000000,Zamračené
1327,2024-11-02 01:00:00.000000,Veterno,6.2,2024-11-02 17:45:00.000000,Zamračené
1328,2024-02-23 01:00:00.000000,Mráz,-1.2,2024-02-23 12:52:00.000000,Husté sneženie
1329,2024-03-12 01:00:00.000000,Polooblačno,2.9,2024-03-12 11:18:00.000000,Búrky
1330,2024-04-21 01:00:00.000000,Dážď,2,2024-04-21 10:06:00.000000,Prehánky
1331,2025-01-29 01:00:00.000000,Mráz,2.4,2025-01-29 16:59:00.000000,Husté sneženie
1332,2024-04-29 01:00:00.000000,Dážď,19.5,2024-04-29 09:15:00.000000,Prehánky
1333,2025-01-15 01:00:00.000000,Husté sneženie,-1.3,2025-01-15 16:49:00.000000,Poľadovica
1334,2025-01-03 01:00:00.000000,Poľadovica,-5.6,2025-01-03 10:56:00.000000,Zamračené
1335,2024-10-11 01:00:00.000000,Mierne sneženie,7.3,2024-10-11 17:09:00.000000,Hmla
1336,2024-10-31 01:00:00.000000,Veterno,12.8,2024-10-31 15:22:00.000000,Zamračené
1337,2024-09-22 01:00:00.000000,Zamračené,1.4,2024-09-22 08:50:00.000000,Mierne sneženie
1338,2024-11-22 01:00:00.000000,Zamračené,12.2,2024-11-22 11:07:00.000000,Mierne sneženie
1339,2024-11-24 01:00:00.000000,Zamračené,6.2,2024-11-24 11:03:00.000000,Mierne sneženie
1340,2025-01-22 01:00:00.000000,Poľadovica,-12.7,2025-01-22 12:05:00.000000,Zamračené
1341,2024-07-31 01:00:00.000000,Dusno,25,2024-07-31 12:25:00.000000,Letná búrka
1342,2024-12-14 01:00:00.000000,Poľadovica,-2.5,2024-12-14 16:06:00.000000,Zamračené
1343,2024-02-18 01:00:00.000000,Husté sneženie,-11.3,2024-02-18 07:41:00.000000,Poľadovica
1344,2024-09-30 01:00:00.000000,Veterno,14.9,2024-09-30 06:35:00.000000,Zamračené
1345,2024-10-03 01:00:00.000000,Hmla,11.3,2024-10-03 12:26:00.000000,Daždivo
1346,2024-05-12 01:00:00.000000,Prehánky,11.5,2024-05-12 15:31:00.000000,Polooblačno
1347,2024-03-17 01:00:00.000000,Polooblačno,1,2024-03-17 10:33:00.000000,Búrky
1348,2024-09-02 01:00:00.000000,Veterno,11.1,2024-09-02 16:59:00.000000,Zamračené
1349,2024-05-20 01:00:00.000000,Prehánky,7.9,2024-05-20 09:38:00.000000,Polooblačno
1350,2024-07-08 01:00:00.000000,Letná búrka,16.9,2024-07-08 07:04:00.000000,Sucho
1351,2024-10-08 01:00:00.000000,Veterno,11.8,2024-10-08 07:38:00.000000,Zamračené
1352,2025-01-19 01:00:00.000000,Husté sneženie,-14.7,2025-01-19 11:47:00.000000,Poľadovica
1353,2024-06-29 01:00:00.000000,Letná búrka,26.6,2024-06-29 09:55:00.000000,Sucho
1354,2024-12-26 01:00:00.000000,Mráz,-10.9,2024-12-26 13:02:00.000000,Husté sneženie
1355,2025-01-06 01:00:00.000000,Poľadovica,3.6,2025-01-06 16:10:00.000000,Zamračené
1356,2025-01-26 01:00:00.000000,Poľadovica,3.5,2025-01-26 14:29:00.000000,Zamračené
1357,2024-05-11 01:00:00.000000,Polooblačno,18.8,2024-05-11 11:41:00.000000,Búrky
1358,2024-12-24 01:00:00.000000,Poľadovica,-1.2,2024-12-24 09:24:00.000000,Zamračené
1359,2024-10-10 01:00:00.000000,Hmla,7.1,2024-10-10 08:43:00.000000,Daždivo
1360,2024-02-14 01:00:00.000000,Zamračené,-2.3,2024-02-14 08:09:00.000000,Sneženie
1361,2024-10-22 01:00:00.000000,Veterno,0.3,2024-10-22 16:50:00.000000,Zamračené
1362,2024-12-11 01:00:00.000000,Sneženie,-7,2024-12-11 11:32:00.000000,Mráz
1363,2024-05-11 01:00:00.000000,Polooblačno,0.9,2024-05-11 11:21:00.000000,Búrky
1364,2025-01-01 01:00:00.000000,Husté sneženie,-12.3,2025-01-01 15:20:00.000000,Poľadovica
1365,2024-02-19 01:00:00.000000,Husté sneženie,-6.5,2024-02-19 14:21:00.000000,Poľadovica
1366,2025-02-09 01:00:00.000000,Zamračené,-13,2025-02-09 14:58:00.000000,Sneženie
1367,2024-03-04 01:00:00.000000,Prehánky,4.4,2024-03-04 16:42:00.000000,Polooblačno
1368,2024-11-08 01:00:00.000000,Daždivo,5.8,2024-11-08 06:42:00.000000,Veterno
1369,2024-10-10 01:00:00.000000,Zamračené,0.4,2024-10-10 07:17:00.000000,Mierne sneženie
1370,2024-02-18 01:00:00.000000,Poľadovica,-9,2024-02-18 07:33:00.000000,Zamračené
1371,2024-06-14 01:00:00.000000,Slnečno,20.6,2024-06-14 15:45:00.000000,Horúčavy
1372,2024-08-02 01:00:00.000000,Sucho,29.6,2024-08-02 11:44:00.000000,Slnečno
1373,2024-06-02 01:00:00.000000,Letná búrka,39.9,2024-06-02 11:17:00.000000,Sucho
1374,2024-10-12 01:00:00.000000,Daždivo,8.4,2024-10-12 07:29:00.000000,Veterno
1375,2024-02-20 01:00:00.000000,Husté sneženie,-4.3,2024-02-20 09:12:00.000000,Poľadovica
1376,2025-02-09 01:00:00.000000,Husté sneženie,-0.1,2025-02-09 08:57:00.000000,Poľadovica
1377,2024-12-23 01:00:00.000000,Husté sneženie,-0.8,2024-12-23 07:25:00.000000,Poľadovica
1378,2024-04-14 01:00:00.000000,Polooblačno,18.8,2024-04-14 12:51:00.000000,Búrky
1379,2024-08-04 01:00:00.000000,Letná búrka,16.1,2024-08-04 12:03:00.000000,Sucho
1380,2025-01-03 01:00:00.000000,Mráz,-8,2025-01-03 11:06:00.000000,Husté sneženie
1381,2024-10-21 01:00:00.000000,Mierne sneženie,1.1,2024-10-21 14:39:00.000000,Hmla
1382,2024-08-07 01:00:00.000000,Horúčavy,15.5,2024-08-07 08:39:00.000000,Dusno
1383,2024-11-05 01:00:00.000000,Daždivo,14,2024-11-05 08:53:00.000000,Veterno
1384,2024-03-18 01:00:00.000000,Prehánky,8.2,2024-03-18 08:42:00.000000,Polooblačno
1385,2024-05-11 01:00:00.000000,Hmla,11.2,2024-05-11 14:08:00.000000,Dážď
1386,2024-08-12 01:00:00.000000,Sucho,19.4,2024-08-12 15:52:00.000000,Slnečno
1387,2024-05-14 01:00:00.000000,Búrky,17.8,2024-05-14 10:01:00.000000,Hmla
1388,2024-07-17 01:00:00.000000,Horúčavy,18.3,2024-07-17 07:23:00.000000,Dusno
1389,2024-11-15 01:00:00.000000,Hmla,4.7,2024-11-15 15:18:00.000000,Daždivo
1390,2024-10-27 01:00:00.000000,Mierne sneženie,0.9,2024-10-27 09:58:00.000000,Hmla
1391,2025-02-03 01:00:00.000000,Husté sneženie,4.5,2025-02-03 12:08:00.000000,Poľadovica
1392,2024-07-25 01:00:00.000000,Sucho,37.5,2024-07-25 14:41:00.000000,Slnečno
1393,2024-03-10 01:00:00.000000,Prehánky,7.3,2024-03-10 13:06:00.000000,Polooblačno
1394,2024-05-16 01:00:00.000000,Dážď,0.5,2024-05-16 07:13:00.000000,Prehánky
1395,2024-05-24 01:00:00.000000,Prehánky,5.5,2024-05-24 10:37:00.000000,Polooblačno
